status,paid_only,is_favor,frequency,progress,stat.question_id,stat.question__article__live,stat.question__article__slug,stat.question__article__has_video_solution,title,slug,is_hidden,total_accepted,total_submissions,id,stat.is_new_question,difficulty.level
,False,False,0,0,2621,,,,Find Xor-Beauty of Array,find-xor-beauty-of-array,False,17817,26326,2527,False,2
,False,False,0,0,2620,,,,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,False,23620,48596,2526,False,2
,False,False,0,0,2619,,,,Categorize Box According to Criteria,categorize-box-according-to-criteria,False,30001,85776,2525,False,1
,False,False,0,0,2618,,,,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,False,6304,19679,2528,False,3
,True,False,0,0,2617,,,,Time Taken to Cross the Door,time-taken-to-cross-the-door,False,4853,9471,2534,False,3
,False,False,0,0,2616,,,,Maximal Score After Applying K Operations,maximal-score-after-applying-k-operations,False,26279,58372,2530,False,2
,False,False,0,0,2615,,,,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,False,17549,67400,2531,False,2
,False,False,0,0,2614,,,,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,False,90811,127344,2529,False,1
,True,False,0,0,2613,,,,Customers With Strictly Increasing Purchases,customers-with-strictly-increasing-purchases,False,2423,5664,2474,False,3
,True,False,0,0,2612,,,,Minimum Cost to Buy Apples,minimum-cost-to-buy-apples,False,1478,2473,2473,False,2
,False,False,0,0,2610,,,,Closest Prime Numbers in Range,closest-prime-numbers-in-range,False,20807,56260,2523,False,2
,False,False,0,0,2609,,,,Distinct Prime Factors of Product of Array,distinct-prime-factors-of-product-of-array,False,27364,54217,2521,False,2
,False,False,0,0,2608,,,,Count the Digits That Divide a Number,count-the-digits-that-divide-a-number,False,70621,84138,2520,False,1
,True,False,0,0,2607,,,,Minimum Subarrays in a Valid Split,minimum-subarrays-in-a-valid-split,False,1041,1864,2464,False,2
,False,False,0,0,2606,True,difference-between-ones-and-zeros-in-row-and-column,False,Difference Between Ones and Zeros in Row and Column,difference-between-ones-and-zeros-in-row-and-column,False,118966,140419,2482,False,2
,False,False,0,0,2605,,,,Count Anagrams,count-anagrams,False,9856,30285,2514,False,3
,False,False,0,0,2604,,,,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,False,20714,66383,2541,False,2
,False,False,0,0,2603,,,,Reward Top K Students,reward-top-k-students,False,18265,40689,2512,False,2
,False,False,0,0,2602,,,,Maximum Enemy Forts That Can Be Captured,maximum-enemy-forts-that-can-be-captured,False,21404,56537,2511,False,1
,False,False,0,0,2601,,,,Number of Great Partitions,number-of-great-partitions,False,7766,24892,2518,False,3
,False,False,0,0,2600,,,,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,False,17786,28274,2517,False,2
,False,False,0,0,2599,,,,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,False,14595,42557,2516,False,2
,False,False,0,0,2598,,,,Shortest Distance to Target String in a Circular Array,shortest-distance-to-target-string-in-a-circular-array,False,26901,55403,2515,False,1
,False,False,0,0,2597,,,,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,False,11666,21024,2509,False,3
,False,False,0,0,2596,,,,Add Edges to Make Degrees of All Nodes Even,add-edges-to-make-degrees-of-all-nodes-even,False,11202,35710,2508,False,3
,False,False,0,0,2595,,,,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,False,20354,42333,2507,False,2
,False,False,0,0,2594,,,,Count Pairs Of Similar Strings,count-pairs-of-similar-strings,False,38720,55986,2506,False,1
,True,False,0,0,2593,,,,Number of Distinct Binary Strings After Applying Operations,number-of-distinct-binary-strings-after-applying-operations,False,815,1262,2450,False,2
,False,False,0,0,2592,,,,Minimum Total Cost to Make Arrays Unequal,minimum-total-cost-to-make-arrays-unequal,False,3923,9145,2499,False,3
,False,False,0,0,2591,,,,Frog Jump II,frog-jump-ii,False,18249,29547,2498,False,2
,False,False,0,0,2590,,,,Maximum Star Sum of a Graph,maximum-star-sum-of-a-graph,False,16863,43538,2497,False,2
,False,False,0,0,2589,,,,Maximum Value of a String in an Array,maximum-value-of-a-string-in-an-array,False,38683,53808,2496,False,1
,False,False,0,0,2588,,,,Maximum Number of Points From Grid Queries,maximum-number-of-points-from-grid-queries,False,8415,22937,2503,False,3
,False,False,0,0,2587,,,,Design Memory Allocator,design-memory-allocator,False,14857,28223,2502,False,2
,False,False,0,0,2586,,,,Longest Square Streak in an Array,longest-square-streak-in-an-array,False,24291,61848,2501,False,2
,False,False,0,0,2585,,,,Delete Greatest Value in Each Row,delete-greatest-value-in-each-row,False,51541,66304,2500,False,1
,True,False,0,0,2584,,,,Number of Nodes With Value One,number-of-nodes-with-value-one,False,1779,2578,2445,False,2
,False,False,0,0,2583,,,,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,False,7253,19034,2493,False,3
,False,False,0,0,2582,True,minimum-score-of-a-path-between-two-cities,False,Minimum Score of a Path Between Two Cities,minimum-score-of-a-path-between-two-cities,False,80963,140813,2492,False,2
,False,False,0,0,2581,,,,Divide Players Into Teams of Equal Skill,divide-players-into-teams-of-equal-skill,False,32826,55314,2491,False,2
,False,False,0,0,2580,,,,Circular Sentence,circular-sentence,False,36320,57724,2490,False,1
,True,False,0,0,2579,,,,Minimum Split Into Subarrays With GCD Greater Than One,minimum-split-into-subarrays-with-gcd-greater-than-one,False,2083,2863,2436,False,2
,False,False,0,0,2577,,,,Count Palindromic Subsequences,count-palindromic-subsequences,False,8749,23685,2484,False,3
,False,False,0,0,2576,True,none,True,Minimum Penalty for a Shop,minimum-penalty-for-a-shop,False,98924,146662,2483,False,2
,False,False,0,0,2575,,,,Minimum Cuts to Divide a Circle,minimum-cuts-to-divide-a-circle,False,30156,56980,2481,False,1
,False,False,0,0,2574,,,,Count Subarrays With Median K,count-subarrays-with-median-k,False,11214,25382,2488,False,3
,False,False,0,0,2573,,,,Remove Nodes From Linked List,remove-nodes-from-linked-list,False,55259,84044,2487,False,2
,False,False,0,0,2572,,,,Append Characters to String to Make Subsequence,append-characters-to-string-to-make-subsequence,False,31958,48693,2486,False,2
,False,False,0,0,2571,,,,Find the Pivot Integer,find-the-pivot-integer,False,57597,72054,2485,False,1
,True,False,0,0,2570,,,,Maximize Total Tastiness of Purchased Fruits,maximize-total-tastiness-of-purchased-fruits,False,1902,2938,2431,False,2
,False,False,0,0,2569,,,,Number of Beautiful Partitions,number-of-beautiful-partitions,False,9421,30751,2478,False,3
,False,False,0,0,2568,True,minimum-fuel-cost-to-report-to-the-capital,False,Minimum Fuel Cost to Report to the Capital,minimum-fuel-cost-to-report-to-the-capital,False,64284,98752,2477,False,2
,False,False,0,0,2567,,,,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,False,19799,47979,2476,False,2
,False,False,0,0,2566,,,,Number of Unequal Triplets in Array,number-of-unequal-triplets-in-array,False,37994,53629,2475,False,1
,True,False,0,0,2565,,,,Merge Operations to Turn Array Into a Palindrome,merge-operations-to-turn-array-into-a-palindrome,False,8612,12465,2422,False,2
,False,False,0,0,2564,,,,Most Profitable Path in a Tree,most-profitable-path-in-a-tree,False,11291,23057,2467,False,2
,False,False,0,0,2563,,,,Split Message Based on Limit,split-message-based-on-limit,False,6465,14877,2468,False,3
,False,False,0,0,2562,True,count-ways-to-build-good-strings,False,Count Ways To Build Good Strings,count-ways-to-build-good-strings,False,71458,130293,2466,False,2
,False,False,0,0,2561,,,,Number of Distinct Averages,number-of-distinct-averages,False,38424,66510,2465,False,1
,True,False,0,0,2560,,,,Closest Fair Integer,closest-fair-integer,False,1020,2249,2417,False,2
,False,False,0,0,2559,,,,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,False,13853,35050,2472,False,3
,False,False,0,0,2558,,,,Minimum Number of Operations to Sort a Binary Tree by Level,minimum-number-of-operations-to-sort-a-binary-tree-by-level,False,20010,32311,2471,False,2
,False,False,0,0,2557,,,,Number of Subarrays With LCM Equal to K,number-of-subarrays-with-lcm-equal-to-k,False,21444,55559,2470,False,2
,False,False,0,0,2556,,,,Convert the Temperature,convert-the-temperature,False,150126,168714,2469,False,1
,True,False,0,0,2555,,,,Design SQL,design-sql,False,4620,5908,2408,False,2
,False,False,0,0,2554,,,,Minimum Total Distance Traveled,minimum-total-distance-traveled,False,7768,19271,2463,False,3
,False,False,0,0,2553,True,total-cost-to-hire-k-workers,False,Total Cost to Hire K Workers,total-cost-to-hire-k-workers,False,84940,195576,2462,False,2
,False,False,0,0,2552,,,,Maximum Sum of Distinct Subarrays With Length K,maximum-sum-of-distinct-subarrays-with-length-k,False,43423,128551,2461,False,2
,False,False,0,0,2551,,,,Apply Operations to an Array,apply-operations-to-an-array,False,54782,81569,2460,False,1
,False,False,0,0,2550,,,,Words Within Two Edits of Dictionary,words-within-two-edits-of-dictionary,False,19955,33050,2452,False,2
,False,False,0,0,2549,,,,Next Greater Element IV,next-greater-element-iv,False,9255,23987,2454,False,3
,False,False,0,0,2548,,,,Destroy Sequential Targets,destroy-sequential-targets,False,16340,42026,2453,False,2
,False,False,0,0,2547,,,,Odd String Difference,odd-string-difference,False,27027,45887,2451,False,1
,False,False,0,0,2546,,,,Number of Subarrays With GCD Equal to K,number-of-subarrays-with-gcd-equal-to-k,False,23715,47943,2447,False,2
,False,False,0,0,2545,,,,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,False,21419,53932,2458,False,3
,False,False,0,0,2544,,,,Minimum Addition to Make Integer Beautiful,minimum-addition-to-make-integer-beautiful,False,18624,49874,2457,False,2
,False,False,0,0,2543,,,,Most Popular Video Creator,most-popular-video-creator,False,21016,48077,2456,False,2
,False,False,0,0,2542,,,,Average Value of Even Numbers That Are Divisible by Three,average-value-of-even-numbers-that-are-divisible-by-three,False,50625,84464,2455,False,1
,False,False,0,0,2541,,,,Sum of Number and Its Reverse,sum-of-number-and-its-reverse,False,33492,71483,2443,False,2
,True,False,0,0,2540,,,,Color the Triangle Red,color-the-triangle-red,False,292,435,2647,False,3
,False,False,0,0,2539,,,,Minimum Number of Operations to Make Arrays Similar,minimum-number-of-operations-to-make-arrays-similar,False,11553,18663,2449,False,3
,False,False,0,0,2538,True,minimum-cost-to-make-array-equal,False,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,False,64126,139837,2448,False,3
,True,False,0,0,2537,,,,Minimum Time to Kill All Monsters,minimum-time-to-kill-all-monsters,False,1193,2135,2403,False,3
,False,False,0,0,2536,,,,Determine if Two Events Have Conflict,determine-if-two-events-have-conflict,False,39711,78616,2446,False,1
,True,False,0,0,2535,True,count-strictly-increasing-subarrays,False,Count Strictly Increasing Subarrays,count-strictly-increasing-subarrays,False,6063,8052,2393,False,2
,True,False,0,0,2534,,,,Employees With Deductions,employees-with-deductions,False,3506,8754,2394,False,2
,False,False,0,0,2533,,,,Bitwise XOR of All Pairings,bitwise-xor-of-all-pairings,False,18483,31796,2425,False,2
,False,False,0,0,2532,,,,Remove Letter To Equalize Frequency,remove-letter-to-equalize-frequency,False,39469,228801,2423,False,1
,False,False,0,0,2531,,,,Create Components With Same Value,create-components-with-same-value,False,6017,11162,2440,False,3
,False,False,0,0,2530,False,minimize-maximum-of-array,False,Minimize Maximum of Array,minimize-maximum-of-array,False,78413,168274,2439,False,2
,False,False,0,0,2529,,,,Range Product Queries of Powers,range-product-queries-of-powers,False,15352,38631,2438,False,2
,False,False,0,0,2528,,,,Number of Valid Clock Times,number-of-valid-clock-times,False,26734,58795,2437,False,1
,False,False,0,0,2527,True,count-subarrays-with-fixed-bounds,False,Count Subarrays With Fixed Bounds,count-subarrays-with-fixed-bounds,False,62249,101221,2444,False,3
,False,False,0,0,2526,,,,Longest Increasing Subsequence II,longest-increasing-subsequence-ii,False,12569,55028,2407,False,3
,False,False,0,0,2525,,,,Count Number of Distinct Integers After Reverse Operations,count-number-of-distinct-integers-after-reverse-operations,False,54007,68426,2442,False,2
,False,False,0,0,2524,,,,Largest Positive Integer That Exists With Its Negative,largest-positive-integer-that-exists-with-its-negative,False,57584,84547,2441,False,1
,True,False,0,0,2523,,,,Change Null Values in a Table to the Previous Value,change-null-values-in-a-table-to-the-previous-value,False,3655,7318,2388,False,2
,True,False,0,0,2522,,,,Median of a Row Wise Sorted Matrix,median-of-a-row-wise-sorted-matrix,False,2654,3776,2387,False,2
,False,False,0,0,2521,,,,Paths in Matrix Whose Sum Is Divisible by K,paths-in-matrix-whose-sum-is-divisible-by-k,False,21188,49752,2435,False,3
,False,False,0,0,2520,,,,Using a Robot to Print the Lexicographically Smallest String,using-a-robot-to-print-the-lexicographically-smallest-string,False,17201,43739,2434,False,2
,False,False,0,0,2519,True,find-the-original-array-of-prefix-xor,False,Find The Original Array of Prefix Xor,find-the-original-array-of-prefix-xor,False,131969,149558,2433,False,2
,False,False,0,0,2518,,,,The Employee That Worked on the Longest Task,the-employee-that-worked-on-the-longest-task,False,32768,65980,2432,False,1
,True,False,0,0,2517,,,,Choose Edges to Maximize Score in a Tree,choose-edges-to-maximize-score-in-a-tree,False,1260,2143,2378,False,2
,True,False,0,0,2516,,,,Sort the Olympic Table,sort-the-olympic-table,False,5224,6658,2377,False,1
,True,False,0,0,2515,,,,Calculate the Influence of Each Salesperson,calculate-the-influence-of-each-salesperson,False,4412,5375,2372,False,2
,False,False,0,0,2513,,,,Number of Pairs Satisfying Inequality,number-of-pairs-satisfying-inequality,False,11992,27518,2426,False,3
,False,False,0,0,2512,,,,Longest Uploaded Prefix,longest-uploaded-prefix,False,19235,35032,2424,False,2
,False,False,0,0,2511,,,,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,False,19794,43005,2522,False,2
,False,False,0,0,2510,,,,Maximum Deletions on a String,maximum-deletions-on-a-string,False,12516,38252,2430,False,3
,False,False,0,0,2509,,,,Minimize XOR,minimize-xor,False,20904,47780,2429,False,2
,False,False,0,0,2508,,,,Maximum Sum of an Hourglass,maximum-sum-of-an-hourglass,False,35516,47495,2428,False,2
,False,False,0,0,2507,,,,Number of Common Factors,number-of-common-factors,False,74670,94570,2427,False,1
,True,False,0,0,2506,,,,Minimize Maximum Value in a Grid,minimize-maximum-value-in-a-grid,False,2286,3496,2371,False,3
,False,False,0,0,2505,True,number-of-good-paths,False,Number of Good Paths,number-of-good-paths,False,53425,94417,2421,False,3
,False,False,0,0,2504,,,,Find All Good Indices,find-all-good-indices,False,21898,57145,2420,False,2
,False,False,0,0,2503,,,,Longest Subarray With Maximum Bitwise AND,longest-subarray-with-maximum-bitwise-and,False,26442,53784,2419,False,2
,False,False,0,0,2502,,,,Sort the People,sort-the-people,False,121537,152001,2418,False,1
,True,False,0,0,2501,,,,Generate the Invoice,generate-the-invoice,False,2903,3920,2362,False,3
,True,False,0,0,2500,True,minimum-costs-using-the-train-line,False,Minimum Costs Using the Train Line,minimum-costs-using-the-train-line,False,9624,12173,2361,False,3
,False,False,0,0,2499,,,,Minimum Money Required Before Transactions,minimum-money-required-before-transactions,False,9947,24959,2412,False,3
,False,False,0,0,2498,,,,Smallest Subarrays With Maximum Bitwise OR,smallest-subarrays-with-maximum-bitwise-or,False,11839,27285,2411,False,2
,False,False,0,0,2497,,,,Maximum Matching of Players With Trainers,maximum-matching-of-players-with-trainers,False,31431,50585,2410,False,2
,False,False,0,0,2496,,,,Count Days Spent Together,count-days-spent-together,False,21213,47527,2409,False,1
,False,False,0,0,2495,True,number-of-unique-subjects-taught-by-each-teacher,False,Number of Unique Subjects Taught by Each Teacher,number-of-unique-subjects-taught-by-each-teacher,False,108235,124302,2356,False,1
,False,False,0,0,2494,,,,Sum of Prefix Scores of Strings,sum-of-prefix-scores-of-strings,False,23990,53122,2416,False,3
,False,False,0,0,2493,,,,Reverse Odd Levels of Binary Tree,reverse-odd-levels-of-binary-tree,False,46427,59958,2415,False,2
,False,False,0,0,2492,,,,Length of the Longest Alphabetical Continuous Substring,length-of-the-longest-alphabetical-continuous-substring,False,42265,73188,2414,False,2
,False,False,0,0,2491,,,,Smallest Even Multiple,smallest-even-multiple,False,146076,166902,2413,False,1
,True,False,0,0,2490,True,maximum-number-of-books-you-can-take,False,Maximum Number of Books You Can Take,maximum-number-of-books-you-can-take,False,9381,22581,2355,False,3
,True,False,0,0,2489,,,,Sort Array by Moving Items to Empty Space,sort-array-by-moving-items-to-empty-space,False,1336,2954,2459,False,3
,False,False,0,0,2488,,,,Divide Intervals Into Minimum Number of Groups,divide-intervals-into-minimum-number-of-groups,False,25064,53521,2406,False,2
,False,False,0,0,2487,True,optimal-partition-of-string,False,Optimal Partition of String,optimal-partition-of-string,False,168465,215016,2405,False,2
,False,False,0,0,2486,,,,Most Frequent Even Element,most-frequent-even-element,False,72274,143648,2404,False,1
,True,False,0,0,2485,,,,Finding the Number of Visible Mountains,finding-the-number-of-visible-mountains,False,6995,18521,2345,False,2
,True,False,0,0,2484,,,,Compute the Rank as a Percentage,compute-the-rank-as-a-percentage,False,3948,11913,2346,False,2
,False,False,0,0,2483,,,,Task Scheduler II,task-scheduler-ii,False,28143,56004,2365,False,2
,False,False,0,0,2482,,,,Maximum Rows Covered by Columns,maximum-rows-covered-by-columns,False,14157,25986,2397,False,2
,False,False,0,0,2481,,,,Strictly Palindromic Number,strictly-palindromic-number,False,76182,87216,2396,False,2
,False,False,0,0,2480,,,,Find Subarrays With Equal Sum,find-subarrays-with-equal-sum,False,45973,70862,2395,False,1
,False,False,0,0,2479,True,meeting-rooms-iii,False,Meeting Rooms III,meeting-rooms-iii,False,100017,220340,2402,False,3
,False,False,0,0,2478,,,,Longest Nice Subarray,longest-nice-subarray,False,28040,55479,2401,False,2
,False,False,0,0,2477,,,,Number of Ways to Reach a Position After Exactly k Steps,number-of-ways-to-reach-a-position-after-exactly-k-steps,False,29202,83709,2400,False,2
,False,False,0,0,2476,,,,Check Distances Between Same Letters,check-distances-between-same-letters,False,44927,63999,2399,False,1
,False,False,0,0,2475,,,,Largest Palindromic Number,largest-palindromic-number,False,28266,85374,2384,False,2
,True,False,0,0,2474,,,,Minimum Adjacent Swaps to Make a Valid Array,minimum-adjacent-swaps-to-make-a-valid-array,False,13890,19039,2340,False,2
,False,False,0,0,2473,,,,Max Sum of a Pair With Equal Sum of Digits,max-sum-of-a-pair-with-equal-sum-of-digits,False,43543,79861,2342,False,2
,False,False,0,0,2472,,,,Build a Matrix With Conditions,build-a-matrix-with-conditions,False,13693,22457,2392,False,3
,False,False,0,0,2471,True,minimum-amount-of-time-to-collect-garbage,False,Minimum Amount of Time to Collect Garbage,minimum-amount-of-time-to-collect-garbage,False,122272,142532,2391,False,2
,False,False,0,0,2470,True,removing-stars-from-a-string,False,Removing Stars From a String,removing-stars-from-a-string,False,246830,331857,2390,False,2
,False,False,0,0,2469,True,longest-subsequence-with-limited-sum,False,Longest Subsequence With Limited Sum,longest-subsequence-with-limited-sum,False,101818,142059,2389,False,1
,True,False,0,0,2468,,,,Valid Palindrome IV,valid-palindrome-iv,False,8372,11043,2330,False,2
,False,False,0,0,2466,,,,Maximum Segment Sum After Removals,maximum-segment-sum-after-removals,False,8111,16735,2382,False,3
,False,False,0,0,2465,,,,Shifting Letters II,shifting-letters-ii,False,19422,52962,2381,False,2
,False,False,0,0,2464,,,,Time Needed to Rearrange a Binary String,time-needed-to-rearrange-a-binary-string,False,27835,56177,2380,False,2
,False,False,0,0,2463,,,,Minimum Recolors to Get K Consecutive Black Blocks,minimum-recolors-to-get-k-consecutive-black-blocks,False,47702,81552,2379,False,1
,False,False,0,0,2462,,,,Find the K-Sum of an Array,find-the-k-sum-of-an-array,False,8348,21711,2386,False,3
,False,False,0,0,2461,True,amount-of-time-for-binary-tree-to-be-infected,False,Amount of Time for Binary Tree to Be Infected,amount-of-time-for-binary-tree-to-be-infected,False,125088,198357,2385,False,2
,False,False,0,0,2459,,,,Minimum Hours of Training to Win a Competition,minimum-hours-of-training-to-win-a-competition,False,30144,73537,2383,False,1
,True,False,0,0,2458,,,,Find Minimum Time to Finish All Jobs II,find-minimum-time-to-finish-all-jobs-ii,False,5542,8261,2323,False,2
,False,False,0,0,2457,,,,Count Special Integers,count-special-integers,False,11206,29251,2376,False,3
,False,False,0,0,2456,,,,Construct Smallest Number From DI String,construct-smallest-number-from-di-string,False,29768,39451,2375,False,2
,False,False,0,0,2455,,,,Node With Highest Edge Score,node-with-highest-edge-score,False,31498,66853,2374,False,2
,False,False,0,0,2454,,,,Largest Local Values in a Matrix,largest-local-values-in-a-matrix,False,48795,58737,2373,False,1
,True,False,0,0,2453,,,,All the Matches of the League,all-the-matches-of-the-league,False,6831,7830,2339,False,1
,True,False,0,0,2452,,,,Product Sales Analysis V,product-sales-analysis-v,False,6195,8991,2329,False,1
,True,False,0,0,2451,,,,Product Sales Analysis IV,product-sales-analysis-iv,False,6167,8489,2324,False,2
,False,False,0,0,2450,True,minimum-replacements-to-sort-the-array,False,Minimum Replacements to Sort the Array,minimum-replacements-to-sort-the-array,False,63651,118505,2366,False,3
,False,False,0,0,2449,,,,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,False,19396,57158,2398,False,3
,False,False,0,0,2448,,,,Count Number of Bad Pairs,count-number-of-bad-pairs,False,29587,71411,2364,False,2
,False,False,0,0,2447,,,,Merge Similar Items,merge-similar-items,False,51455,68257,2363,False,1
,True,False,0,0,2446,,,,The First Day of the Maximum Recorded Degree in Each City,the-first-day-of-the-maximum-recorded-degree-in-each-city,False,4727,6655,2314,False,2
,False,False,0,0,2445,True,reachable-nodes-with-restrictions,False,Reachable Nodes With Restrictions,reachable-nodes-with-restrictions,False,46767,79956,2368,False,2
,False,False,0,0,2444,,,,Longest Ideal Subsequence,longest-ideal-subsequence,False,23116,61641,2370,False,2
,False,False,0,0,2443,True,check-if-there-is-a-valid-partition-for-the-array,False,Check if There is a Valid Partition For The Array,check-if-there-is-a-valid-partition-for-the-array,False,84696,163463,2369,False,2
,False,False,0,0,2442,,,,Number of Arithmetic Triplets,number-of-arithmetic-triplets,False,110110,131519,2367,False,1
,True,False,0,0,2441,,,,Arrange Table by Gender,arrange-table-by-gender,False,5010,7367,2308,False,2
,True,False,0,0,2440,,,,Tasks Count in the Weekend,tasks-count-in-the-weekend,False,5289,6564,2298,False,2
,False,False,0,0,2439,True,longest-cycle-in-a-graph,False,Longest Cycle in a Graph,longest-cycle-in-a-graph,False,71562,142987,2360,False,3
,False,False,0,0,2438,True,find-closest-node-to-given-two-nodes,False,Find Closest Node to Given Two Nodes,find-closest-node-to-given-two-nodes,False,74343,163108,2359,False,2
,False,False,0,0,2437,,,,Maximum Number of Groups Entering a Competition,maximum-number-of-groups-entering-a-competition,False,35255,52016,2358,False,2
,False,False,0,0,2436,,,,Make Array Zero by Subtracting Equal Amounts,make-array-zero-by-subtracting-equal-amounts,False,96399,133644,2357,False,1
,False,False,0,0,2435,,,,Shortest Impossible Sequence of Rolls,shortest-impossible-sequence-of-rolls,False,14010,20455,2350,False,3
,False,False,0,0,2434,,,,Design a Number Container System,design-a-number-container-system,False,22152,49267,2349,False,2
,False,False,0,0,2433,,,,Best Poker Hand,best-poker-hand,False,38469,63676,2347,False,1
,False,False,0,0,2432,True,number-of-zero-filled-subarrays,False,Number of Zero-Filled Subarrays,number-of-zero-filled-subarrays,False,119919,179839,2348,False,2
,True,False,0,0,2431,,,,Products With Three or More Orders in Two Consecutive Years,products-with-three-or-more-orders-in-two-consecutive-years,False,5918,15334,2292,False,2
,False,False,0,0,2430,,,,Number of Excellent Pairs,number-of-excellent-pairs,False,14099,30010,2354,False,3
,False,False,0,0,2429,True,design-a-food-rating-system,False,Design a Food Rating System,design-a-food-rating-system,False,80983,177325,2353,False,2
,False,False,0,0,2428,True,equal-row-and-column-pairs,False,Equal Row and Column Pairs,equal-row-and-column-pairs,False,179989,253160,2352,False,2
,False,False,0,0,2427,,,,First Letter to Appear Twice,first-letter-to-appear-twice,False,104685,142229,2351,False,1
,True,False,0,0,2426,,,,Maximum Profit From Trading Stocks,maximum-profit-from-trading-stocks,False,6921,15415,2291,False,2
,True,False,0,0,2425,,,,Number of People That Can Be Seen in a Grid,number-of-people-that-can-be-seen-in-a-grid,False,1633,3368,2282,False,2
,False,False,0,0,2423,,,,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,False,26298,46755,2344,False,3
,False,False,0,0,2422,,,,Query Kth Smallest Trimmed Number,query-kth-smallest-trimmed-number,False,27698,63663,2343,False,2
,False,False,0,0,2421,,,,Maximum Number of Pairs in Array,maximum-number-of-pairs-in-array,False,62634,83160,2341,False,1
,True,False,0,0,2420,,,,Closest Node to Path in Tree,closest-node-to-path-in-tree,False,4172,6694,2277,False,3
,False,False,0,0,2419,,,,Subarray With Elements Greater Than Varying Threshold,subarray-with-elements-greater-than-varying-threshold,False,7942,18673,2334,False,3
,False,False,0,0,2418,,,,Minimum Sum of Squared Difference,minimum-sum-of-squared-difference,False,13356,52626,2333,False,2
,False,False,0,0,2417,,,,The Latest Time to Catch a Bus,the-latest-time-to-catch-a-bus,False,21311,81465,2332,False,2
,False,False,0,0,2416,,,,Evaluate Boolean Binary Tree,evaluate-boolean-binary-tree,False,65738,84530,2331,False,1
,False,False,0,0,2415,,,,Count the Number of Ideal Arrays,count-the-number-of-ideal-arrays,False,5832,21938,2338,False,3
,False,False,0,0,2414,,,,Move Pieces to Obtain a String,move-pieces-to-obtain-a-string,False,24317,51220,2337,False,2
,False,False,0,0,2413,True,smallest-number-in-infinite-set,False,Smallest Number in Infinite Set,smallest-number-in-infinite-set,False,121119,167465,2336,False,2
,False,False,0,0,2412,,,,Minimum Amount of Time to Fill Cups,minimum-amount-of-time-to-fill-cups,False,44167,76987,2335,False,1
,False,False,0,0,2411,,,,Spiral Matrix IV,spiral-matrix-iv,False,37485,49866,2326,False,2
,False,False,0,0,2409,True,number-of-increasing-paths-in-a-grid,False,Number of Increasing Paths in a Grid,number-of-increasing-paths-in-a-grid,False,65144,110843,2328,False,3
,False,False,0,0,2408,,,,Number of People Aware of a Secret,number-of-people-aware-of-a-secret,False,22137,48658,2327,False,2
,False,False,0,0,2406,,,,Decode the Message,decode-the-message,False,86362,103037,2325,False,1
,True,False,0,0,2405,,,,Minimum Number of Keypresses,minimum-number-of-keypresses,False,16280,22966,2268,False,2
,False,False,0,0,2404,,,,Number of Distinct Roll Sequences,number-of-distinct-roll-sequences,False,10161,17872,2318,False,3
,False,False,0,0,2403,True,count-unreachable-pairs-of-nodes-in-an-undirected-graph,False,Count Unreachable Pairs of Nodes in an Undirected Graph,count-unreachable-pairs-of-nodes-in-an-undirected-graph,False,82106,165143,2316,False,2
,False,False,0,0,2402,,,,Maximum XOR After Operations ,maximum-xor-after-operations,False,22902,28798,2317,False,2
,False,False,0,0,2401,,,,Count Asterisks,count-asterisks,False,63296,77171,2315,False,1
,False,False,0,0,2400,,,,Minimum Score After Removals on a Tree,minimum-score-after-removals-on-a-tree,False,6880,13207,2322,False,3
,True,False,0,0,2399,,,,Minimum Flips in Binary Tree to Get Result,minimum-flips-in-binary-tree-to-get-result,False,2692,4556,2313,False,3
,False,False,0,0,2398,,,,Check if Matrix Is X-Matrix,check-if-matrix-is-x-matrix,False,48766,74643,2319,False,1
,False,False,0,0,2397,,,,Count Number of Ways to Place Houses,count-number-of-ways-to-place-houses,False,25722,62068,2320,False,2
,True,False,0,0,2396,,,,Design Video Sharing Platform,design-video-sharing-platform,False,2827,4414,2254,False,3
,False,False,0,0,2395,,,,Longest Binary Subsequence Less Than or Equal to K,longest-binary-subsequence-less-than-or-equal-to-k,False,21053,55948,2311,False,2
